,XLE_3ma_pct,XLE_100ma_pct,XLE_top_boll_pct,XLE_bot_boll_pct,XLE_fib,XLE_cum_month,XLB_3ma_pct,XLB_100ma_pct,XLB_top_boll_pct,XLB_bot_boll_pct,XLB_fib,XLB_cum_month,XLI_3ma_pct,XLI_100ma_pct,XLI_top_boll_pct,XLI_bot_boll_pct,XLI_fib,XLI_cum_month,XLU_3ma_pct,XLU_100ma_pct,XLU_top_boll_pct,XLU_bot_boll_pct,XLU_fib,XLU_cum_month,VHT_3ma_pct,VHT_100ma_pct,VHT_top_boll_pct,VHT_bot_boll_pct,VHT_fib,VHT_cum_month,XLF_3ma_pct,XLF_100ma_pct,XLF_top_boll_pct,XLF_bot_boll_pct,XLF_fib,XLF_cum_month,XLY_3ma_pct,XLY_100ma_pct,XLY_top_boll_pct,XLY_bot_boll_pct,XLY_fib,XLY_cum_month,VDC_3ma_pct,VDC_100ma_pct,VDC_top_boll_pct,VDC_bot_boll_pct,VDC_fib,VDC_cum_month,VGT_3ma_pct,VGT_100ma_pct,VGT_top_boll_pct,VGT_bot_boll_pct,VGT_fib,VGT_cum_month,EWCO_3ma_pct,EWCO_100ma_pct,EWCO_top_boll_pct,EWCO_bot_boll_pct,EWCO_fib,EWCO_cum_month,XLRE_3ma_pct,XLRE_100ma_pct,XLRE_top_boll_pct,XLRE_bot_boll_pct,XLRE_fib,XLRE_cum_month
2019-04-03,0.008802525515677173,-0.0379901907297997,0.030653850777388802,-0.0788331489287456,0.6398515532270427,0.0008557434888682991,-0.009721647756610441,-0.0701410028257915,-0.004000267763708987,-0.10652324950675485,1.0,0.04615829349807732,0.00214012453328416,-0.07373335001862635,0.03227431553385407,-0.12493501513690353,0.9283744880995823,0.015611476613198505,0.0005771397756866303,-0.04941870686576311,0.036125681245815944,-0.11008255729185068,0.45965447629737016,0.01799109791832243,0.0003864309865384552,-0.027575961226394607,0.022622131547936464,-0.05817467525012143,0.7509914935413925,0.0041755310718898375,-0.0017676849433004849,-0.033191438668444095,0.025915633301898167,-0.06721530463325198,0.700599010675856,0.004344057704416704,-0.004602132899746869,-0.08147692160473252,-0.005183032478314087,-0.11304459396791233,1.0,0.04733390445944252,0.006628477505719932,-0.03070265029691488,0.023643400042295815,-0.07876749553109785,0.6256421362900435,0.02058234794834468,-0.00651309296838698,-0.1156715673249149,0.013308421190471043,-0.1884439577206255,1.0,0.07015225810706882,-0.0031419803298833315,-0.027075189027066515,0.0010228904393261296,-0.043276240929509546,1.0,0.018392046604744694,-0.002107410388436981,-0.08086251110696963,0.01880854110127128,-0.13290516885812986,0.9781229742668704,0.04807879519418723
2019-04-04,-0.0023078830627445424,-0.04633152227163895,0.022322649144984386,-0.083806477204168,0.781339272508132,0.022150606697648012,-0.010949840247674425,-0.07904344449388356,-0.010662465779551433,-0.11531398089889988,1.0,0.05445350118531178,-0.003082083801287827,-0.07883272358604465,0.026076360739291538,-0.12581371524924378,1.0,0.03155661421400935,0.0028376106622047814,-0.04550027614020802,0.04038749288279142,-0.10481987226309952,0.3110877819112577,0.014466187800975305,0.0017046188352962677,-0.02517049600219956,0.0247381455854081,-0.0533007717188444,0.6879135084045294,0.01948041193529737,-0.00501999248914764,-0.03917480368369186,0.01868432071031423,-0.06880442977805412,0.7964059359448642,0.01697482983308607,-0.007675003955102677,-0.08834476680511216,-0.009901404813448145,-0.11977617340988134,1.0,0.060796877033631125,-0.00104574465742302,-0.034942966809764386,0.019913359356514393,-0.08101043159279508,0.7227582345312834,0.027495978784142228,0.0007817631458280072,-0.11016579606151855,0.020863799015738538,-0.1803091083852263,0.9328798497372143,0.07137566884426172,-0.004083260849251369,-0.030905703340118884,-0.0013893889785980829,-0.046806668891644865,1.0,0.02556546559237205,0.0023894028141655532,-0.07701932805352552,0.022369876374468634,-0.12623487556511126,0.9179549090390071,0.047610804976909504
2019-04-05,-0.014248335107478804,-0.06281188332162202,0.006445688732893862,-0.09856973844757577,1.0,0.046379763055509615,-0.0031131590615388616,-0.07826504612872331,-0.007290230827784128,-0.11456524342980923,0.9944593692823482,0.06276996512026134,-0.003938930543371355,-0.0808519111475805,0.023456231773237857,-0.12413614413353768,1.0,0.040767267366990545,-0.005048736658876063,-0.05365369683105148,0.031514822934103126,-0.11063900828026141,0.5309947537718327,0.020590758354634087,-0.004152672998398721,-0.03248673500438748,0.01698132866305957,-0.058245680570788605,0.874279545580904,0.03430596829899035,-0.003007673292235946,-0.04079370583258124,0.016206799901248736,-0.06638481685994646,0.8203626362432515,0.029091570427131286,-0.006580382633789239,-0.09312184268263779,-0.011996352267020338,-0.12494780012697437,1.0,0.08015937732950174,-0.0034289584070017476,-0.03785101904738575,0.017224683454880152,-0.08132745086356996,0.7894491420456577,0.036335852012076675,-0.0013618048319748999,-0.11355085309961122,0.018605961607142563,-0.18106468089438998,0.992058388901693,0.08586288253801388,-0.00661541033152846,-0.039056824692370706,-0.007552794557437181,-0.05491503759193839,1.0,0.03915206902563706,-0.004104033307894106,-0.08298473977830956,0.01495820480931731,-0.12849830011411278,1.0,0.056608399200056336
2019-04-08,-0.008688096901411813,-0.06686786433190328,0.0040751875769455825,-0.10167528098389989,1.0,0.07108976963330127,-0.0001152702797734273,-0.0779872741037646,-0.004558961458722477,-0.11472693915808096,1.0,0.061389492886774644,0.0019129642329327456,-0.07622857272649808,0.02827484735391872,-0.11681152017959295,0.9187125645993531,0.038400103468028135,0.0016178773079662534,-0.04628967762522562,0.03955581114387785,-0.10233966978663311,0.23030037583040686,0.009867056273544339,-0.0021161570895614767,-0.03187860736677073,0.01752733148610397,-0.05572222154351025,0.7934540485138367,0.03585882086557257,-0.0012516083630986774,-0.04194349338412584,0.013856232698001403,-0.06333356630139686,0.8383217763113763,0.030648433631646155,-0.004324395728685593,-0.09561205057230615,-0.011860537419832506,-0.12781408611524536,1.0,0.09161958908194023,-0.0034395328964621497,-0.041422291013139656,0.014181449035326477,-0.08266792727601768,0.8232883565574374,0.04000458582534261,-0.004214335035437777,-0.11606468652095148,0.01723558324218888,-0.18134237717841573,1.0,0.09007821435730823,-0.0010826278966645786,-0.036807450896080285,-0.003497405425145206,-0.05295095746818723,0.9325813333693789,0.038808164572799564,0.0007331548077063044,-0.07739580733820439,0.020558307648011143,-0.12050791670718031,0.8706381515717423,0.050499288776026496
2019-04-09,0.006758088939671225,-0.05515208639851066,0.01734683476088139,-0.08864861869707341,0.7321127594345772,0.04169661339076858,0.0047603625656884585,-0.0705757284620564,0.004872024368638872,-0.1072808729644279,0.8836536462610506,0.03887618682678751,0.010620541705174125,-0.0628015837573418,0.04181441682540177,-0.10047440875872982,0.6625587587256959,0.01570117080487221,0.0007492737552070583,-0.04793246688562458,0.037634082867965546,-0.10223057990652706,0.3151520237929759,0.0051569588519635445,0.0033243263838660386,-0.027168213213607073,0.022040676261056547,-0.04930629882115389,0.5963432350944305,0.01735895816702193,0.005174788169571176,-0.03391409453120675,0.020432440706081634,-0.05109417276881856,0.7065878751891318,0.011616761689710264,0.004848295142370507,-0.08656662558739525,-0.0003015292184836982,-0.11889195604978553,0.8692112920606553,0.06714131176682558,-0.0002543947214382891,-0.04002791422680063,0.016247845240006997,-0.07934753226355296,0.7774789953061314,0.024618538203635687,0.0017518341418050198,-0.1107018089789561,0.023952759909771082,-0.17403335765111105,0.9204659767436305,0.06175203768120241,0.0008120591131060007,-0.03689910508784644,-0.002005683646452594,-0.05306235513581481,0.9325813333693789,0.02372792169797555,0.0036772551818158306,-0.07359237015226106,0.023841314902481203,-0.113915336559263,0.7883165220979786,0.03132748539422203
2019-04-10,0.001633788352211285,-0.058229230315602676,0.014391560632219136,-0.08990830001128947,0.7626282760592195,0.038856219575130746,0.0027878900322311218,-0.06940005311642872,0.007045524949212512,-0.10512704556641095,0.875346145850442,0.034420260069635056,0.004760544359214913,-0.06187223195770064,0.04119603677051553,-0.0957507213594011,0.6576345056211004,0.023908040988376733,0.0012718546456123025,-0.044362351340994644,0.04018674501454722,-0.09526984367992686,0.2060694119158958,-0.004839543069325991,9.638434374226179e-05,-0.02905674878313591,0.01872936602841535,-0.04818723852897422,0.6821885106476175,0.011949255892535815,0.0007549232776162818,-0.03680884540672824,0.015810990615179765,-0.049972343137801745,0.7544925800689197,0.01236627881302077,-0.00017017110391537305,-0.09003097866104337,-0.0025470320475370345,-0.12168260203663184,0.9378456647757918,0.069238170962036,-0.0019119023309724925,-0.04339743544926311,0.013012600803868901,-0.08023898141268981,0.8730056081730718,0.029040861723069744,-0.0037497968485900035,-0.11640144320598289,0.017651888326403187,-0.176348129603775,1.0,0.0649591539410197,-0.004836842825802323,-0.04390509314296509,-0.0073209611346695125,-0.06007163064856491,1.0,0.030354803586173817,-0.00428639953306631,-0.07988596121953262,0.01592547435583236,-0.11672006041900718,1.0,0.03401992119417918
2019-04-11,-0.0017313535930758572,-0.05847365825855799,0.014490397634904895,-0.0885739487743632,0.7827792232071915,0.02922773091305353,0.0005228882708649962,-0.06821796467818764,0.008678295745503606,-0.10224852413884022,0.8670374968845438,0.028893918387798756,-0.005593989897847318,-0.06907492304167573,0.0313413624572032,-0.0985384723642937,0.8177261027708742,0.023750140214170656,-0.0023010390202202746,-0.04840349826843238,0.03489392443216732,-0.09645594468597118,0.38181274571256973,-0.0008610832246375155,0.007457256059860473,-0.016889297611386578,0.030744026168947114,-0.03478920225505322,0.20781652662086889,-0.010932088958079178,-0.0050030134743183075,-0.04237510636421338,0.008924784160569743,-0.052528694974807943,0.8502982630926442,0.011557618082595367,-0.00243788886986529,-0.09022069983184933,-0.001109426523211554,-0.12180917315108297,0.9564924583575322,0.06682878698354755,-0.0018408670545914108,-0.04418177029401682,0.01278149874217438,-0.0792966198313747,0.9085561577483368,0.02366421083050496,-0.0023185822987228377,-0.11454310029522896,0.020155256827233625,-0.1723465349284029,0.9909339028628343,0.05782933735621354,-0.0034877593173622268,-0.04533440871615202,-0.006785729906736315,-0.06217532076250287,1.0,0.02988220160676547,-0.0017352890643188568,-0.07757823575291223,0.017720275239926808,-0.11184622127470856,0.963506789305356,0.0276912610393536
2019-04-12,-0.0020228926060748,-0.06064223370444233,0.012582295328818605,-0.08881593300100377,0.8565519497717606,0.030883604947745225,-0.008545456136555996,-0.07971097251463755,-0.002416153723603931,-0.11229054456482235,1.0,0.050405692805602476,-0.011516663753386003,-0.0804495706896603,0.017336372404737288,-0.10550362828769477,1.0,0.04077995186034333,-0.004752783046326314,-0.05195674403670636,0.03020124711545913,-0.09746805625534372,0.5454497769408506,0.003966631216819172,0.00996441439678386,-0.008265122131203118,0.03894872327393184,-0.024581272247492625,0.0,-0.017299220900421353,-0.014001494681131987,-0.059413809664274675,-0.007424999605231242,-0.06922989372757926,1.0,0.026281099150303522,-0.0045357082182584385,-0.09479341620025472,-0.004370551314538007,-0.12617474469082324,1.0,0.07666390468365125,-0.0021572552261982514,-0.046623116208518334,0.010565905370145456,-0.07961897298963128,1.0,0.02815340901122254,-0.004127422766963207,-0.11896396333002135,0.015753210009113117,-0.1740626696980596,1.0,0.06256519152485951,-0.0021409172362995,-0.047571877243453575,-0.007005344532896918,-0.06489361557116924,1.0,0.03450769058081726,-0.003178878576105104,-0.08143911089517797,0.012897300472588746,-0.11331797910182129,1.0,0.030725012033924415
2019-04-15,0.003077174520977888,-0.05488067953681064,0.019262501086114492,-0.08151858867412942,0.6926188324738655,0.02518687476000081,-0.0012677060030616971,-0.07486224143570963,0.0044010378776686565,-0.10717647831603283,0.9305938681799384,0.04422383792770601,-0.0006507146351917292,-0.07456110916928815,0.02282721954782385,-0.09666898243226274,0.9006930543490577,0.03865407527933207,-0.0014319907735151904,-0.05107535450861467,0.030464231921965235,-0.09424314595014849,0.5393966256566541,0.00017186247610778693,0.001217884138178027,-0.010819504619199338,0.035917702110461525,-0.02591189994156773,0.08622393597200395,-0.020172367528802693,-0.0018539368235375164,-0.053306560399518754,0.0001841676396605596,-0.06281246679326113,0.9109943378991466,0.012767682905453492,-0.003401870319450939,-0.09553217886702814,-0.0033415727038501597,-0.12717320316951775,1.0,0.07197094914127322,-0.005289202733754883,-0.05265576430065522,0.00506287876252709,-0.08397223812372778,1.0,0.02972822342851278,-0.0021436895819419988,-0.11767799453627692,0.01786710476036313,-0.1706219035980776,1.0,0.05075821420369575,0.0013425931047632567,-0.044473468329092936,-0.002033546675041853,-0.062136013636550524,0.9279269515268106,0.029478570588350905,0.0021929114764387414,-0.07491377719961378,0.01930023281232729,-0.10449591064198394,0.8552667531690932,0.028764920068793387
2019-04-16,-0.002366853451622797,-0.06079855664934808,0.014138239980193257,-0.086907777879207,0.8729454562450341,0.017765832349108335,-0.0014340884654867603,-0.07827107811077627,0.002633773153382979,-0.11112712736538521,0.9974312184764674,0.046461359282397474,-0.002198670934071556,-0.07924129830970494,0.017478453666843308,-0.09978145457012777,1.0,0.03493537197519836,0.008408765891379177,-0.038627529469477895,0.04276133587752762,-0.07954294230379888,0.10302683791035147,-0.008452846977745732,0.01199281502613414,0.00817376673138126,0.056101515296884896,-0.007601589367946526,0.0,-0.03765775923923964,-0.007190693397321923,-0.06614132921812421,-0.010834345759643704,-0.07690534475771449,1.0,0.01672862023490973,-0.0035830871323778712,-0.09813269737433761,-0.004153229181360629,-0.13098912104685412,1.0,0.0663563331967072,-0.0019613104865908726,-0.0520829972251462,0.006820025146186737,-0.08261462489517479,0.9896014168727094,0.026356329196810302,-0.0028672360387432816,-0.11980748413747622,0.016131302188040264,-0.17156802836601404,1.0,0.051279756299841495,-0.0010705391098121408,-0.04748051437713907,-0.003253213318696657,-0.06578124170083177,1.0,0.03748427633039886,0.018154654746499244,-0.05183510715904749,0.04293425357657066,-0.07895496410231972,0.28947078540293014,0.0096372690954738
