,dates,end_of_week,end_of_month
1066,2007-08-29,False,False
1067,2007-08-30,False,False
1068,2007-08-31,True,True
1069,2007-09-04,False,False
1070,2007-09-05,False,False
1071,2007-09-06,False,False
1072,2007-09-07,True,False
1073,2007-09-10,False,False
1074,2007-09-11,False,False
1075,2007-09-12,False,False
1076,2007-09-13,False,False
1077,2007-09-14,True,False
1078,2007-09-17,False,False
1079,2007-09-18,False,False
1080,2007-09-19,False,False
1081,2007-09-20,False,False
1082,2007-09-21,True,False
1083,2007-09-24,False,False
1084,2007-09-25,False,False
1085,2007-09-26,False,False
1086,2007-09-27,False,False
1087,2007-09-28,True,True
1088,2007-10-01,False,False
1089,2007-10-02,False,False
1090,2007-10-03,False,False
1091,2007-10-04,False,False
1092,2007-10-05,True,False
1093,2007-10-08,False,False
1094,2007-10-09,False,False
1095,2007-10-10,False,False
1096,2007-10-11,False,False
1097,2007-10-12,True,False
1098,2007-10-15,False,False
1099,2007-10-16,False,False
1100,2007-10-17,False,False
1101,2007-10-18,False,False
1102,2007-10-19,True,False
1103,2007-10-22,False,False
1104,2007-10-23,False,False
1105,2007-10-24,False,False
1106,2007-10-25,False,False
1107,2007-10-26,True,False
1108,2007-10-29,False,False
1109,2007-10-30,False,False
1110,2007-10-31,False,True
1111,2007-11-01,False,False
1112,2007-11-02,True,False
1113,2007-11-05,False,False
1114,2007-11-06,False,False
1115,2007-11-07,False,False
1116,2007-11-08,False,False
1117,2007-11-09,True,False
1118,2007-11-12,False,False
1119,2007-11-13,False,False
1120,2007-11-14,False,False
1121,2007-11-15,False,False
1122,2007-11-16,True,False
1123,2007-11-19,False,False
1124,2007-11-20,False,False
1125,2007-11-21,False,False
1126,2007-11-23,True,False
1127,2007-11-26,False,False
1128,2007-11-27,False,False
1129,2007-11-28,False,False
1130,2007-11-29,False,False
1131,2007-11-30,True,True
1132,2007-12-03,False,False
1133,2007-12-04,False,False
1134,2007-12-05,False,False
1135,2007-12-06,False,False
1136,2007-12-07,True,False
1137,2007-12-10,False,False
1138,2007-12-11,False,False
1139,2007-12-12,False,False
1140,2007-12-13,False,False
1141,2007-12-14,True,False
1142,2007-12-17,False,False
1143,2007-12-18,False,False
1144,2007-12-19,False,False
1145,2007-12-20,False,False
1146,2007-12-21,True,False
1147,2007-12-24,False,False
1148,2007-12-26,False,False
1149,2007-12-27,False,False
1150,2007-12-28,True,False
1151,2007-12-31,False,True
1152,2008-01-02,False,False
1153,2008-01-03,False,False
1154,2008-01-04,True,False
1155,2008-01-07,False,False
1156,2008-01-08,False,False
1157,2008-01-09,False,False
1158,2008-01-10,False,False
1159,2008-01-11,True,False
1160,2008-01-14,False,False
1161,2008-01-15,False,False
1162,2008-01-16,False,False
1163,2008-01-17,False,False
1164,2008-01-18,True,False
1165,2008-01-22,False,False
1166,2008-01-23,False,False
1167,2008-01-24,False,False
1168,2008-01-25,True,False
1169,2008-01-28,False,False
1170,2008-01-29,False,False
1171,2008-01-30,False,False
1172,2008-01-31,False,True
1173,2008-02-01,True,False
1174,2008-02-04,False,False
1175,2008-02-05,False,False
1176,2008-02-06,False,False
1177,2008-02-07,False,False
1178,2008-02-08,True,False
1179,2008-02-11,False,False
1180,2008-02-12,False,False
1181,2008-02-13,False,False
1182,2008-02-14,False,False
1183,2008-02-15,True,False
1184,2008-02-19,False,False
1185,2008-02-20,False,False
1186,2008-02-21,False,False
1187,2008-02-22,True,False
1188,2008-02-25,False,False
1189,2008-02-26,False,False
1190,2008-02-27,False,False
1191,2008-02-28,False,False
1192,2008-02-29,True,True
1193,2008-03-03,False,False
1194,2008-03-04,False,False
1195,2008-03-05,False,False
1196,2008-03-06,False,False
1197,2008-03-07,True,False
1198,2008-03-10,False,False
1199,2008-03-11,False,False
1200,2008-03-12,False,False
1201,2008-03-13,False,False
1202,2008-03-14,True,False
1203,2008-03-17,False,False
1204,2008-03-18,False,False
1205,2008-03-19,False,False
1206,2008-03-20,False,False
1207,2008-03-24,False,False
1208,2008-03-25,False,False
1209,2008-03-26,False,False
1210,2008-03-27,False,False
1211,2008-03-28,True,False
1212,2008-03-31,False,True
1213,2008-04-01,False,False
1214,2008-04-02,False,False
1215,2008-04-03,False,False
1216,2008-04-04,True,False
1217,2008-04-07,False,False
1218,2008-04-08,False,False
1219,2008-04-09,False,False
1220,2008-04-10,False,False
1221,2008-04-11,True,False
1222,2008-04-14,False,False
1223,2008-04-15,False,False
1224,2008-04-16,False,False
1225,2008-04-17,False,False
1226,2008-04-18,True,False
1227,2008-04-21,False,False
1228,2008-04-22,False,False
1229,2008-04-23,False,False
1230,2008-04-24,False,False
1231,2008-04-25,True,False
1232,2008-04-28,False,False
1233,2008-04-29,False,False
1234,2008-04-30,False,True
1235,2008-05-01,False,False
1236,2008-05-02,True,False
1237,2008-05-05,False,False
1238,2008-05-06,False,False
1239,2008-05-07,False,False
1240,2008-05-08,False,False
1241,2008-05-09,True,False
1242,2008-05-12,False,False
1243,2008-05-13,False,False
1244,2008-05-14,False,False
1245,2008-05-15,False,False
1246,2008-05-16,True,False
1247,2008-05-19,False,False
1248,2008-05-20,False,False
1249,2008-05-21,False,False
1250,2008-05-22,False,False
1251,2008-05-23,True,False
1252,2008-05-27,False,False
1253,2008-05-28,False,False
1254,2008-05-29,False,False
1255,2008-05-30,True,True
1256,2008-06-02,False,False
1257,2008-06-03,False,False
1258,2008-06-04,False,False
1259,2008-06-05,False,False
1260,2008-06-06,True,False
1261,2008-06-09,False,False
1262,2008-06-10,False,False
1263,2008-06-11,False,False
1264,2008-06-12,False,False
1265,2008-06-13,True,False
1266,2008-06-16,False,False
1267,2008-06-17,False,False
1268,2008-06-18,False,False
1269,2008-06-19,False,False
1270,2008-06-20,True,False
1271,2008-06-23,False,False
1272,2008-06-24,False,False
1273,2008-06-25,False,False
1274,2008-06-26,False,False
1275,2008-06-27,True,False
1276,2008-06-30,False,True
1277,2008-07-01,False,False
1278,2008-07-02,False,False
1279,2008-07-03,False,False
1280,2008-07-07,False,False
1281,2008-07-08,False,False
1282,2008-07-09,False,False
1283,2008-07-10,False,False
1284,2008-07-11,True,False
1285,2008-07-14,False,False
1286,2008-07-15,False,False
1287,2008-07-16,False,False
1288,2008-07-17,False,False
1289,2008-07-18,True,False
1290,2008-07-21,False,False
1291,2008-07-22,False,False
1292,2008-07-23,False,False
1293,2008-07-24,False,False
1294,2008-07-25,True,False
1295,2008-07-28,False,False
1296,2008-07-29,False,False
1297,2008-07-30,False,False
1298,2008-07-31,False,True
1299,2008-08-01,True,False
1300,2008-08-04,False,False
1301,2008-08-05,False,False
1302,2008-08-06,False,False
1303,2008-08-07,False,False
1304,2008-08-08,True,False
1305,2008-08-11,False,False
1306,2008-08-12,False,False
1307,2008-08-13,False,False
1308,2008-08-14,False,False
1309,2008-08-15,True,False
1310,2008-08-18,False,False
1311,2008-08-19,False,False
1312,2008-08-20,False,False
1313,2008-08-21,False,False
1314,2008-08-22,True,False
1315,2008-08-25,False,False
1316,2008-08-26,False,False
1317,2008-08-27,False,False
1318,2008-08-28,False,False
1319,2008-08-29,True,True
1320,2008-09-02,False,False
1321,2008-09-03,False,False
1322,2008-09-04,False,False
1323,2008-09-05,True,False
1324,2008-09-08,False,False
1325,2008-09-09,False,False
1326,2008-09-10,False,False
1327,2008-09-11,False,False
1328,2008-09-12,True,False
1329,2008-09-15,False,False
1330,2008-09-16,False,False
1331,2008-09-17,False,False
1332,2008-09-18,False,False
1333,2008-09-19,True,False
1334,2008-09-22,False,False
1335,2008-09-23,False,False
1336,2008-09-24,False,False
1337,2008-09-25,False,False
1338,2008-09-26,True,False
1339,2008-09-29,False,False
1340,2008-09-30,False,True
1341,2008-10-01,False,False
1342,2008-10-02,False,False
1343,2008-10-03,True,False
1344,2008-10-06,False,False
1345,2008-10-07,False,False
1346,2008-10-08,False,False
1347,2008-10-09,False,False
1348,2008-10-10,True,False
1349,2008-10-13,False,False
1350,2008-10-14,False,False
1351,2008-10-15,False,False
1352,2008-10-16,False,False
1353,2008-10-17,True,False
1354,2008-10-20,False,False
1355,2008-10-21,False,False
1356,2008-10-22,False,False
1357,2008-10-23,False,False
1358,2008-10-24,True,False
1359,2008-10-27,False,False
1360,2008-10-28,False,False
1361,2008-10-29,False,False
1362,2008-10-30,False,False
1363,2008-10-31,True,True
1364,2008-11-03,False,False
1365,2008-11-04,False,False
1366,2008-11-05,False,False
1367,2008-11-06,False,False
1368,2008-11-07,True,False
1369,2008-11-10,False,False
1370,2008-11-11,False,False
1371,2008-11-12,False,False
1372,2008-11-13,False,False
1373,2008-11-14,True,False
1374,2008-11-17,False,False
1375,2008-11-18,False,False
1376,2008-11-19,False,False
1377,2008-11-20,False,False
1378,2008-11-21,True,False
1379,2008-11-24,False,False
1380,2008-11-25,False,False
1381,2008-11-26,False,False
1382,2008-11-28,True,True
1383,2008-12-01,False,False
1384,2008-12-02,False,False
1385,2008-12-03,False,False
1386,2008-12-04,False,False
1387,2008-12-05,True,False
1388,2008-12-08,False,False
1389,2008-12-09,False,False
1390,2008-12-10,False,False
1391,2008-12-11,False,False
1392,2008-12-12,True,False
1393,2008-12-15,False,False
1394,2008-12-16,False,False
1395,2008-12-17,False,False
1396,2008-12-18,False,False
1397,2008-12-19,True,False
1398,2008-12-22,False,False
1399,2008-12-23,False,False
1400,2008-12-24,False,False
1401,2008-12-26,True,False
1402,2008-12-29,False,False
1403,2008-12-30,False,False
1404,2008-12-31,False,True
1405,2009-01-02,True,False
1406,2009-01-05,False,False
1407,2009-01-06,False,False
1408,2009-01-07,False,False
1409,2009-01-08,False,False
1410,2009-01-09,True,False
1411,2009-01-12,False,False
1412,2009-01-13,False,False
1413,2009-01-14,False,False
1414,2009-01-15,False,False
1415,2009-01-16,True,False
1416,2009-01-20,False,False
1417,2009-01-21,False,False
1418,2009-01-22,False,False
1419,2009-01-23,True,False
1420,2009-01-26,False,False
1421,2009-01-27,False,False
1422,2009-01-28,False,False
1423,2009-01-29,False,False
1424,2009-01-30,True,True
1425,2009-02-02,False,False
1426,2009-02-03,False,False
1427,2009-02-04,False,False
1428,2009-02-05,False,False
1429,2009-02-06,True,False
1430,2009-02-09,False,False
1431,2009-02-10,False,False
1432,2009-02-11,False,False
1433,2009-02-12,False,False
1434,2009-02-13,True,False
1435,2009-02-17,False,False
1436,2009-02-18,False,False
1437,2009-02-19,False,False
1438,2009-02-20,True,False
1439,2009-02-23,False,False
1440,2009-02-24,False,False
1441,2009-02-25,False,False
1442,2009-02-26,False,False
1443,2009-02-27,True,True
1444,2009-03-02,False,False
1445,2009-03-03,False,False
1446,2009-03-04,False,False
1447,2009-03-05,False,False
1448,2009-03-06,True,False
1449,2009-03-09,False,False
1450,2009-03-10,False,False
1451,2009-03-11,False,False
1452,2009-03-12,False,False
1453,2009-03-13,True,False
1454,2009-03-16,False,False
1455,2009-03-17,False,False
1456,2009-03-18,False,False
1457,2009-03-19,False,False
1458,2009-03-20,True,False
1459,2009-03-23,False,False
1460,2009-03-24,False,False
1461,2009-03-25,False,False
1462,2009-03-26,False,False
1463,2009-03-27,True,False
1464,2009-03-30,False,False
1465,2009-03-31,False,True
1466,2009-04-01,False,False
1467,2009-04-02,False,False
1468,2009-04-03,True,False
1469,2009-04-06,False,False
1470,2009-04-07,False,False
1471,2009-04-08,False,False
1472,2009-04-09,False,False
1473,2009-04-13,False,False
1474,2009-04-14,False,False
1475,2009-04-15,False,False
1476,2009-04-16,False,False
1477,2009-04-17,True,False
1478,2009-04-20,False,False
1479,2009-04-21,False,False
1480,2009-04-22,False,False
1481,2009-04-23,False,False
1482,2009-04-24,True,False
1483,2009-04-27,False,False
1484,2009-04-28,False,False
1485,2009-04-29,False,False
1486,2009-04-30,False,True
1487,2009-05-01,True,False
1488,2009-05-04,False,False
1489,2009-05-05,False,False
1490,2009-05-06,False,False
1491,2009-05-07,False,False
1492,2009-05-08,True,False
1493,2009-05-11,False,False
1494,2009-05-12,False,False
1495,2009-05-13,False,False
1496,2009-05-14,False,False
1497,2009-05-15,True,False
1498,2009-05-18,False,False
1499,2009-05-19,False,False
1500,2009-05-20,False,False
1501,2009-05-21,False,False
1502,2009-05-22,True,False
1503,2009-05-26,False,False
1504,2009-05-27,False,False
1505,2009-05-28,False,False
1506,2009-05-29,True,True
1507,2009-06-01,False,False
1508,2009-06-02,False,False
1509,2009-06-03,False,False
1510,2009-06-04,False,False
1511,2009-06-05,True,False
1512,2009-06-08,False,False
1513,2009-06-09,False,False
1514,2009-06-10,False,False
1515,2009-06-11,False,False
1516,2009-06-12,True,False
1517,2009-06-15,False,False
1518,2009-06-16,False,False
1519,2009-06-17,False,False
1520,2009-06-18,False,False
1521,2009-06-19,True,False
1522,2009-06-22,False,False
1523,2009-06-23,False,False
1524,2009-06-24,False,False
1525,2009-06-25,False,False
1526,2009-06-26,True,False
1527,2009-06-29,False,False
1528,2009-06-30,False,True
1529,2009-07-01,False,False
1530,2009-07-02,False,False
1531,2009-07-06,False,False
1532,2009-07-07,False,False
1533,2009-07-08,False,False
1534,2009-07-09,False,False
1535,2009-07-10,True,False
1536,2009-07-13,False,False
1537,2009-07-14,False,False
1538,2009-07-15,False,False
1539,2009-07-16,False,False
1540,2009-07-17,True,False
1541,2009-07-20,False,False
1542,2009-07-21,False,False
1543,2009-07-22,False,False
1544,2009-07-23,False,False
1545,2009-07-24,True,False
1546,2009-07-27,False,False
1547,2009-07-28,False,False
1548,2009-07-29,False,False
1549,2009-07-30,False,False
1550,2009-07-31,True,True
1551,2009-08-03,False,False
1552,2009-08-04,False,False
1553,2009-08-05,False,False
1554,2009-08-06,False,False
1555,2009-08-07,True,False
1556,2009-08-10,False,False
1557,2009-08-11,False,False
1558,2009-08-12,False,False
1559,2009-08-13,False,False
1560,2009-08-14,True,False
1561,2009-08-17,False,False
1562,2009-08-18,False,False
1563,2009-08-19,False,False
1564,2009-08-20,False,False
1565,2009-08-21,True,False
1566,2009-08-24,False,False
1567,2009-08-25,False,False
1568,2009-08-26,False,False
1569,2009-08-27,False,False
1570,2009-08-28,True,False
1571,2009-08-31,False,True
1572,2009-09-01,False,False
1573,2009-09-02,False,False
1574,2009-09-03,False,False
1575,2009-09-04,True,False
1576,2009-09-08,False,False
1577,2009-09-09,False,False
1578,2009-09-10,False,False
1579,2009-09-11,True,False
1580,2009-09-14,False,False
1581,2009-09-15,False,False
1582,2009-09-16,False,False
1583,2009-09-17,False,False
1584,2009-09-18,True,False
1585,2009-09-21,False,False
1586,2009-09-22,False,False
1587,2009-09-23,False,False
1588,2009-09-24,False,False
1589,2009-09-25,True,False
1590,2009-09-28,False,False
1591,2009-09-29,False,False
1592,2009-09-30,False,True
1593,2009-10-01,False,False
1594,2009-10-02,True,False
1595,2009-10-05,False,False
1596,2009-10-06,False,False
1597,2009-10-07,False,False
1598,2009-10-08,False,False
1599,2009-10-09,True,False
1600,2009-10-12,False,False
1601,2009-10-13,False,False
1602,2009-10-14,False,False
1603,2009-10-15,False,False
1604,2009-10-16,True,False
1605,2009-10-19,False,False
1606,2009-10-20,False,False
1607,2009-10-21,False,False
1608,2009-10-22,False,False
1609,2009-10-23,True,False
1610,2009-10-26,False,False
1611,2009-10-27,False,False
1612,2009-10-28,False,False
1613,2009-10-29,False,False
1614,2009-10-30,True,True
1615,2009-11-02,False,False
1616,2009-11-03,False,False
1617,2009-11-04,False,False
1618,2009-11-05,False,False
1619,2009-11-06,True,False
1620,2009-11-09,False,False
1621,2009-11-10,False,False
1622,2009-11-11,False,False
1623,2009-11-12,False,False
1624,2009-11-13,True,False
1625,2009-11-16,False,False
1626,2009-11-17,False,False
1627,2009-11-18,False,False
1628,2009-11-19,False,False
1629,2009-11-20,True,False
1630,2009-11-23,False,False
1631,2009-11-24,False,False
1632,2009-11-25,False,False
1633,2009-11-27,True,False
1634,2009-11-30,False,True
1635,2009-12-01,False,False
1636,2009-12-02,False,False
1637,2009-12-03,False,False
1638,2009-12-04,True,False
1639,2009-12-07,False,False
1640,2009-12-08,False,False
1641,2009-12-09,False,False
1642,2009-12-10,False,False
1643,2009-12-11,True,False
1644,2009-12-14,False,False
1645,2009-12-15,False,False
1646,2009-12-16,False,False
1647,2009-12-17,False,False
1648,2009-12-18,True,False
1649,2009-12-21,False,False
1650,2009-12-22,False,False
1651,2009-12-23,False,False
1652,2009-12-24,False,False
1653,2009-12-28,False,False
1654,2009-12-29,False,False
1655,2009-12-30,False,False
1656,2009-12-31,False,True
1657,2010-01-04,False,False
1658,2010-01-05,False,False
1659,2010-01-06,False,False
1660,2010-01-07,False,False
1661,2010-01-08,True,False
1662,2010-01-11,False,False
1663,2010-01-12,False,False
1664,2010-01-13,False,False
1665,2010-01-14,False,False
1666,2010-01-15,True,False
1667,2010-01-19,False,False
1668,2010-01-20,False,False
1669,2010-01-21,False,False
1670,2010-01-22,True,False
1671,2010-01-25,False,False
1672,2010-01-26,False,False
1673,2010-01-27,False,False
1674,2010-01-28,False,False
1675,2010-01-29,True,True
1676,2010-02-01,False,False
1677,2010-02-02,False,False
1678,2010-02-03,False,False
1679,2010-02-04,False,False
1680,2010-02-05,True,False
1681,2010-02-08,False,False
1682,2010-02-09,False,False
1683,2010-02-10,False,False
1684,2010-02-11,False,False
1685,2010-02-12,True,False
1686,2010-02-16,False,False
1687,2010-02-17,False,False
1688,2010-02-18,False,False
1689,2010-02-19,True,False
1690,2010-02-22,False,False
1691,2010-02-23,False,False
1692,2010-02-24,False,False
1693,2010-02-25,False,False
1694,2010-02-26,True,True
1695,2010-03-01,False,False
1696,2010-03-02,False,False
1697,2010-03-03,False,False
1698,2010-03-04,False,False
1699,2010-03-05,True,False
1700,2010-03-08,False,False
1701,2010-03-09,False,False
1702,2010-03-10,False,False
1703,2010-03-11,False,False
1704,2010-03-12,True,False
1705,2010-03-15,False,False
1706,2010-03-16,False,False
1707,2010-03-17,False,False
1708,2010-03-18,False,False
1709,2010-03-19,True,False
1710,2010-03-22,False,False
1711,2010-03-23,False,False
1712,2010-03-24,False,False
1713,2010-03-25,False,False
1714,2010-03-26,True,False
1715,2010-03-29,False,False
1716,2010-03-30,False,False
1717,2010-03-31,False,True
1718,2010-04-01,False,False
1719,2010-04-05,False,False
1720,2010-04-06,False,False
1721,2010-04-07,False,False
1722,2010-04-08,False,False
1723,2010-04-09,True,False
1724,2010-04-12,False,False
1725,2010-04-13,False,False
1726,2010-04-14,False,False
1727,2010-04-15,False,False
1728,2010-04-16,True,False
1729,2010-04-19,False,False
1730,2010-04-20,False,False
1731,2010-04-21,False,False
1732,2010-04-22,False,False
1733,2010-04-23,True,False
1734,2010-04-26,False,False
1735,2010-04-27,False,False
1736,2010-04-28,False,False
1737,2010-04-29,False,False
1738,2010-04-30,True,True
1739,2010-05-03,False,False
1740,2010-05-04,False,False
1741,2010-05-05,False,False
1742,2010-05-06,False,False
1743,2010-05-07,True,False
1744,2010-05-10,False,False
1745,2010-05-11,False,False
1746,2010-05-12,False,False
1747,2010-05-13,False,False
1748,2010-05-14,True,False
1749,2010-05-17,False,False
1750,2010-05-18,False,False
1751,2010-05-19,False,False
1752,2010-05-20,False,False
1753,2010-05-21,True,False
1754,2010-05-24,False,False
1755,2010-05-25,False,False
1756,2010-05-26,False,False
1757,2010-05-27,False,False
1758,2010-05-28,True,True
1759,2010-06-01,False,False
1760,2010-06-02,False,False
1761,2010-06-03,False,False
1762,2010-06-04,True,False
1763,2010-06-07,False,False
1764,2010-06-08,False,False
1765,2010-06-09,False,False
1766,2010-06-10,False,False
1767,2010-06-11,True,False
1768,2010-06-14,False,False
1769,2010-06-15,False,False
1770,2010-06-16,False,False
1771,2010-06-17,False,False
1772,2010-06-18,True,False
1773,2010-06-21,False,False
1774,2010-06-22,False,False
1775,2010-06-23,False,False
1776,2010-06-24,False,False
1777,2010-06-25,True,False
1778,2010-06-28,False,False
1779,2010-06-29,False,False
1780,2010-06-30,False,True
1781,2010-07-01,False,False
1782,2010-07-02,True,False
1783,2010-07-06,False,False
1784,2010-07-07,False,False
1785,2010-07-08,False,False
1786,2010-07-09,True,False
1787,2010-07-12,False,False
1788,2010-07-13,False,False
1789,2010-07-14,False,False
1790,2010-07-15,False,False
1791,2010-07-16,True,False
1792,2010-07-19,False,False
1793,2010-07-20,False,False
1794,2010-07-21,False,False
1795,2010-07-22,False,False
1796,2010-07-23,True,False
1797,2010-07-26,False,False
1798,2010-07-27,False,False
1799,2010-07-28,False,False
1800,2010-07-29,False,False
1801,2010-07-30,True,True
1802,2010-08-02,False,False
1803,2010-08-03,False,False
1804,2010-08-04,False,False
1805,2010-08-05,False,False
1806,2010-08-06,True,False
1807,2010-08-09,False,False
1808,2010-08-10,False,False
1809,2010-08-11,False,False
1810,2010-08-12,False,False
1811,2010-08-13,True,False
1812,2010-08-16,False,False
1813,2010-08-17,False,False
1814,2010-08-18,False,False
1815,2010-08-19,False,False
1816,2010-08-20,True,False
1817,2010-08-23,False,False
1818,2010-08-24,False,False
1819,2010-08-25,False,False
1820,2010-08-26,False,False
1821,2010-08-27,True,False
1822,2010-08-30,False,False
1823,2010-08-31,False,True
1824,2010-09-01,False,False
1825,2010-09-02,False,False
1826,2010-09-03,True,False
1827,2010-09-07,False,False
1828,2010-09-08,False,False
1829,2010-09-09,False,False
1830,2010-09-10,True,False
1831,2010-09-13,False,False
1832,2010-09-14,False,False
1833,2010-09-15,False,False
1834,2010-09-16,False,False
1835,2010-09-17,True,False
1836,2010-09-20,False,False
1837,2010-09-21,False,False
1838,2010-09-22,False,False
1839,2010-09-23,False,False
1840,2010-09-24,True,False
1841,2010-09-27,False,False
1842,2010-09-28,False,False
1843,2010-09-29,False,False
1844,2010-09-30,False,True
1845,2010-10-01,True,False
1846,2010-10-04,False,False
1847,2010-10-05,False,False
1848,2010-10-06,False,False
1849,2010-10-07,False,False
1850,2010-10-08,True,False
1851,2010-10-11,False,False
1852,2010-10-12,False,False
1853,2010-10-13,False,False
1854,2010-10-14,False,False
1855,2010-10-15,True,False
1856,2010-10-18,False,False
1857,2010-10-19,False,False
1858,2010-10-20,False,False
1859,2010-10-21,False,False
1860,2010-10-22,True,False
1861,2010-10-25,False,False
1862,2010-10-26,False,False
1863,2010-10-27,False,False
1864,2010-10-28,False,False
1865,2010-10-29,True,True
1866,2010-11-01,False,False
1867,2010-11-02,False,False
1868,2010-11-03,False,False
1869,2010-11-04,False,False
1870,2010-11-05,True,False
1871,2010-11-08,False,False
1872,2010-11-09,False,False
1873,2010-11-10,False,False
1874,2010-11-11,False,False
1875,2010-11-12,True,False
1876,2010-11-15,False,False
1877,2010-11-16,False,False
1878,2010-11-17,False,False
1879,2010-11-18,False,False
1880,2010-11-19,True,False
1881,2010-11-22,False,False
1882,2010-11-23,False,False
1883,2010-11-24,False,False
1884,2010-11-26,True,False
1885,2010-11-29,False,False
1886,2010-11-30,False,True
1887,2010-12-01,False,False
1888,2010-12-02,False,False
1889,2010-12-03,True,False
1890,2010-12-06,False,False
1891,2010-12-07,False,False
1892,2010-12-08,False,False
1893,2010-12-09,False,False
1894,2010-12-10,True,False
1895,2010-12-13,False,False
1896,2010-12-14,False,False
1897,2010-12-15,False,False
1898,2010-12-16,False,False
1899,2010-12-17,True,False
1900,2010-12-20,False,False
1901,2010-12-21,False,False
1902,2010-12-22,False,False
1903,2010-12-23,False,False
1904,2010-12-27,False,False
1905,2010-12-28,False,False
1906,2010-12-29,False,False
1907,2010-12-30,False,False
1908,2010-12-31,True,True
1909,2011-01-03,False,False
1910,2011-01-04,False,False
1911,2011-01-05,False,False
1912,2011-01-06,False,False
1913,2011-01-07,True,False
1914,2011-01-10,False,False
1915,2011-01-11,False,False
1916,2011-01-12,False,False
1917,2011-01-13,False,False
1918,2011-01-14,True,False
1919,2011-01-18,False,False
1920,2011-01-19,False,False
1921,2011-01-20,False,False
1922,2011-01-21,True,False
1923,2011-01-24,False,False
1924,2011-01-25,False,False
1925,2011-01-26,False,False
1926,2011-01-27,False,False
1927,2011-01-28,True,False
1928,2011-01-31,False,True
1929,2011-02-01,False,False
1930,2011-02-02,False,False
1931,2011-02-03,False,False
1932,2011-02-04,True,False
1933,2011-02-07,False,False
1934,2011-02-08,False,False
1935,2011-02-09,False,False
1936,2011-02-10,False,False
1937,2011-02-11,True,False
1938,2011-02-14,False,False
1939,2011-02-15,False,False
1940,2011-02-16,False,False
1941,2011-02-17,False,False
1942,2011-02-18,True,False
1943,2011-02-22,False,False
1944,2011-02-23,False,False
1945,2011-02-24,False,False
1946,2011-02-25,True,False
1947,2011-02-28,False,True
1948,2011-03-01,False,False
1949,2011-03-02,False,False
1950,2011-03-03,False,False
1951,2011-03-04,True,False
1952,2011-03-07,False,False
1953,2011-03-08,False,False
1954,2011-03-09,False,False
1955,2011-03-10,False,False
1956,2011-03-11,True,False
1957,2011-03-14,False,False
1958,2011-03-15,False,False
1959,2011-03-16,False,False
1960,2011-03-17,False,False
1961,2011-03-18,True,False
1962,2011-03-21,False,False
1963,2011-03-22,False,False
1964,2011-03-23,False,False
1965,2011-03-24,False,False
1966,2011-03-25,True,False
1967,2011-03-28,False,False
1968,2011-03-29,False,False
1969,2011-03-30,False,False
1970,2011-03-31,False,True
1971,2011-04-01,True,False
1972,2011-04-04,False,False
1973,2011-04-05,False,False
1974,2011-04-06,False,False
1975,2011-04-07,False,False
1976,2011-04-08,True,False
1977,2011-04-11,False,False
1978,2011-04-12,False,False
1979,2011-04-13,False,False
1980,2011-04-14,False,False
1981,2011-04-15,True,False
1982,2011-04-18,False,False
1983,2011-04-19,False,False
1984,2011-04-20,False,False
1985,2011-04-21,False,False
1986,2011-04-25,False,False
1987,2011-04-26,False,False
1988,2011-04-27,False,False
1989,2011-04-28,False,False
1990,2011-04-29,True,True
1991,2011-05-02,False,False
1992,2011-05-03,False,False
1993,2011-05-04,False,False
1994,2011-05-05,False,False
1995,2011-05-06,True,False
1996,2011-05-09,False,False
1997,2011-05-10,False,False
1998,2011-05-11,False,False
1999,2011-05-12,False,False
2000,2011-05-13,True,False
2001,2011-05-16,False,False
2002,2011-05-17,False,False
2003,2011-05-18,False,False
2004,2011-05-19,False,False
2005,2011-05-20,True,False
2006,2011-05-23,False,False
2007,2011-05-24,False,False
2008,2011-05-25,False,False
2009,2011-05-26,False,False
2010,2011-05-27,True,False
2011,2011-05-31,False,True
2012,2011-06-01,False,False
2013,2011-06-02,False,False
2014,2011-06-03,True,False
2015,2011-06-06,False,False
2016,2011-06-07,False,False
2017,2011-06-08,False,False
2018,2011-06-09,False,False
2019,2011-06-10,True,False
2020,2011-06-13,False,False
2021,2011-06-14,False,False
2022,2011-06-15,False,False
2023,2011-06-16,False,False
2024,2011-06-17,True,False
2025,2011-06-20,False,False
2026,2011-06-21,False,False
2027,2011-06-22,False,False
2028,2011-06-23,False,False
2029,2011-06-24,True,False
2030,2011-06-27,False,False
2031,2011-06-28,False,False
2032,2011-06-29,False,False
2033,2011-06-30,False,True
2034,2011-07-01,True,False
2035,2011-07-05,False,False
2036,2011-07-06,False,False
2037,2011-07-07,False,False
2038,2011-07-08,True,False
2039,2011-07-11,False,False
2040,2011-07-12,False,False
2041,2011-07-13,False,False
2042,2011-07-14,False,False
2043,2011-07-15,True,False
2044,2011-07-18,False,False
2045,2011-07-19,False,False
2046,2011-07-20,False,False
2047,2011-07-21,False,False
2048,2011-07-22,True,False
2049,2011-07-25,False,False
2050,2011-07-26,False,False
2051,2011-07-27,False,False
2052,2011-07-28,False,False
2053,2011-07-29,True,True
2054,2011-08-01,False,False
2055,2011-08-02,False,False
2056,2011-08-03,False,False
2057,2011-08-04,False,False
2058,2011-08-05,True,False
2059,2011-08-08,False,False
2060,2011-08-09,False,False
2061,2011-08-10,False,False
2062,2011-08-11,False,False
2063,2011-08-12,True,False
